,CPU,RAM
114,2.0,2.0
115,2.0,2.0
116,2.0,2.0
117,2.0,2.0
118,2.0,2.0
119,-0.33333334,-0.33333334
120,-0.33333334,-0.33333334
121,-0.33333334,-0.33333334
122,-0.33333334,-0.33333334
123,-0.33333334,-0.33333334
124,-0.33333334,-0.33333334
125,-0.33333334,-0.33333334
126,-0.33333334,-0.33333334
127,-0.33333334,-0.33333334
128,-0.33333334,-0.33333334
129,-0.33333334,-0.33333334
130,-0.33333334,-0.33333334
131,-0.5,-0.5
132,-0.5,-0.5
133,-0.5,-0.5
134,-0.5,-0.5
135,-0.5,-0.5
136,-0.5,-0.5
137,-0.5,-0.5
138,-0.5,-0.5
139,-0.5,-0.5
140,-0.5,-0.5
141,-0.5,-0.5
142,-0.5,-0.5
143,-0.5,-0.5
144,-0.5,-0.5
145,-0.5,-0.5
146,-0.5,-0.5
147,-0.5,-0.5
148,-0.5,-0.5
149,-0.5,-0.5
150,-0.5,-0.5
151,-0.5,-0.5
152,-0.5,-0.5
153,-0.5,-0.5
154,-0.5,-0.5
155,2.0,0.6666667
156,2.0,0.6666667
157,2.0,0.6666667
158,2.0,0.6666667
159,2.0,0.6666667
160,2.0,0.6666667
161,2.0,0.6666667
162,2.0,0.6666667
163,2.0,0.6666667
164,2.0,0.6666667
165,2.0,0.6666667
166,2.0,0.6666667
167,2.0,0.6666667
168,2.0,0.6666667
169,0.0,0.0
170,0.0,0.0
171,0.0,0.0
172,0.0,0.0
173,0.0,0.0
174,0.0,0.0
175,0.0,0.0
176,0.0,0.0
177,0.0,0.0
178,0.0,0.0
179,0.0,0.0
180,0.0,0.0
181,-0.5,-0.5
182,-0.5,-0.5833333
183,-0.33333334,-0.5
184,-0.33333334,-0.33333334
185,0.6666667,0.0
186,0.6666667,0.6666667
187,0.6666667,2.0
188,2.0,0.6666667
189,2.0,2.0
190,2.0,2.0
191,0.33333334,0.33333334
192,0.33333334,0.33333334
193,0.33333334,0.33333334
194,0.33333334,0.33333334
195,0.33333334,0.33333334
196,0.33333334,0.33333334
197,0.33333334,0.33333334
198,0.33333334,0.33333334
199,0.33333334,0.33333334
200,0.33333334,0.33333334
201,-0.5,-0.5
202,-0.33333334,-0.33333334
203,0.0,-0.33333334
204,0.0,0.0
205,0.33333334,0.33333334
206,0.33333334,0.33333334
207,0.6666667,2.0
208,0.6666667,0.0
209,2.0,0.6666667
210,2.0,2.0
211,0.33333334,0.33333334
212,-0.33333334,-0.33333334
213,-0.33333334,-0.33333334
214,0.33333334,0.33333334
215,0.33333334,0.33333334
216,0.6666667,0.0
217,0.6666667,0.0
218,0.6666667,0.0
219,0.6666667,0.0
220,0.6666667,0.0
221,2.0,2.0
222,2.0,2.0
223,2.0,2.0
224,2.0,2.0
225,2.0,2.0
226,2.0,2.0
227,2.0,2.0
228,2.0,2.0
229,2.0,2.0
230,2.0,2.0
231,2.0,2.0
232,2.0,2.0
233,2.0,2.0
234,-0.33333334,-0.33333334
235,-0.33333334,-0.33333334
236,-0.33333334,-0.33333334
237,-0.33333334,-0.33333334
238,-0.33333334,-0.33333334
239,-0.33333334,-0.33333334
240,-0.33333334,-0.33333334
241,-0.33333334,-0.33333334
242,-0.33333334,-0.33333334
243,-0.33333334,-0.33333334
244,-0.33333334,-0.33333334
245,-0.33333334,-0.33333334
246,-0.33333334,-0.5
247,-0.33333334,-0.5
248,0.0,-0.33333334
249,0.0,-0.33333334
250,0.0,-0.33333334
251,0.0,-0.33333334
252,0.6666667,0.0
253,0.6666667,0.0
254,0.6666667,0.0
255,0.6666667,0.0
256,-0.33333334,0.0
257,-0.33333334,0.0
258,0.0,0.6666667
259,0.0,0.6666667
260,0.6666667,2.0
261,0.6666667,2.0
262,-0.33333334,-0.33333334
263,-0.33333334,-0.33333334
264,-0.33333334,-0.33333334
265,-0.33333334,-0.33333334
266,-0.33333334,-0.33333334
267,-0.33333334,-0.33333334
268,-0.33333334,-0.33333334
269,-0.33333334,-0.33333334
270,-0.33333334,-0.33333334
271,-0.33333334,-0.33333334
272,-0.33333334,-0.33333334
273,-0.33333334,-0.33333334
274,-0.33333334,-0.33333334
275,-0.33333334,-0.33333334
276,-0.33333334,-0.33333334
277,-0.33333334,-0.33333334
278,-0.33333334,-0.33333334
279,-0.33333334,-0.33333334
280,-0.33333334,-0.33333334
281,-0.33333334,-0.33333334
282,-0.33333334,-0.33333334
283,-0.33333334,-0.33333334
284,-0.33333334,-0.33333334
285,-0.33333334,-0.33333334
286,-0.33333334,-0.33333334
287,-0.33333334,-0.33333334
288,-0.33333334,-0.33333334
289,-0.33333334,-0.33333334
290,-0.33333334,-0.33333334
291,-0.33333334,-0.33333334
292,-0.33333334,-0.33333334
293,-0.33333334,-0.33333334
294,-0.33333334,-0.33333334
295,-0.33333334,-0.33333334
296,-0.33333334,-0.33333334
297,-0.33333334,-0.33333334
298,-0.33333334,-0.33333334
299,-0.33333334,-0.33333334
300,-0.33333334,-0.33333334
301,-0.33333334,-0.33333334
302,-0.33333334,-0.33333334
303,-0.33333334,-0.33333334
304,-0.33333334,-0.33333334
305,-0.33333334,-0.33333334
306,-0.33333334,-0.33333334
307,-0.33333334,-0.33333334
308,-0.33333334,-0.33333334
309,-0.33333334,-0.33333334
310,-0.33333334,-0.33333334
311,-0.33333334,-0.33333334
312,-0.33333334,-0.33333334
313,-0.33333334,-0.33333334
314,-0.33333334,-0.33333334
315,-0.33333334,-0.33333334
316,-0.33333334,-0.33333334
317,-0.33333334,-0.33333334
318,-0.33333334,-0.33333334
319,-0.33333334,-0.33333334
320,-0.33333334,-0.33333334
321,-0.33333334,-0.33333334
322,-0.33333334,-0.33333334
323,-0.33333334,-0.33333334
324,-0.33333334,-0.33333334
325,-0.33333334,-0.33333334
326,-0.33333334,-0.33333334
327,-0.33333334,-0.33333334
328,-0.33333334,-0.33333334
329,-0.33333334,-0.33333334
330,-0.33333334,-0.33333334
331,-0.33333334,-0.33333334
332,-0.33333334,-0.33333334
333,-0.33333334,-0.33333334
334,-0.33333334,0.0
335,-0.33333334,0.0
336,-0.33333334,0.0
337,-0.33333334,0.0
338,-0.33333334,0.0
339,-0.33333334,0.0
340,-0.33333334,0.0
341,-0.33333334,0.0
342,-0.33333334,0.0
343,-0.33333334,0.0
344,-0.33333334,0.0
345,-0.33333334,0.0
346,-0.33333334,0.0
347,-0.33333334,0.0
348,-0.33333334,0.0
349,-0.33333334,0.0
350,-0.33333334,0.0
351,-0.33333334,0.0
352,0.0,-0.33333334
353,0.0,-0.33333334
354,0.0,-0.33333334
355,0.0,-0.33333334
356,0.0,-0.33333334
357,0.0,-0.33333334
358,0.0,0.0
359,0.0,0.0
360,0.0,0.0
361,0.0,0.0
362,2.0,2.0
363,2.0,2.0
364,2.0,2.0
365,2.0,2.0
366,2.0,2.0
367,2.0,2.0
368,2.0,2.0
369,2.0,2.0
370,2.0,2.0
371,2.0,2.0
372,2.0,2.0
373,-0.5,-0.5
374,-0.5,-0.5
375,-0.5,-0.5
376,-0.5,-0.5
377,-0.33333334,-0.33333334
378,-0.33333334,-0.33333334
379,-0.33333334,-0.33333334
380,-0.33333334,-0.33333334
381,-0.33333334,0.0
382,-0.33333334,0.0
383,-0.33333334,0.0
384,-0.33333334,0.0
385,0.0,0.0
386,0.6666667,0.6666667
387,2.0,2.0
388,0.6666667,0.6666667
389,0.6666667,0.6666667
390,0.6666667,0.6666667
391,0.6666667,0.6666667
392,2.0,2.0
393,2.0,2.0
394,2.0,2.0
395,2.0,2.0
396,0.33333334,0.33333334
397,0.33333334,0.33333334
398,0.33333334,0.33333334
399,0.33333334,0.33333334
400,0.33333334,0.33333334
401,0.33333334,0.33333334
402,0.6666667,0.6666667
403,0.6666667,0.6666667
404,0.6666667,0.6666667
405,0.0,0.6666667
406,0.0,0.6666667
407,0.0,0.6666667
408,0.0,0.6666667
409,0.0,0.6666667
410,0.0,0.6666667
411,0.0,0.6666667
412,0.0,0.6666667
413,0.0,0.6666667
414,0.0,0.6666667
415,0.0,0.6666667
416,0.0,0.6666667
417,0.0,0.6666667
418,0.0,0.6666667
419,0.0,0.6666667
420,1.0,2.6666667
421,1.0,2.6666667
422,1.0,2.6666667
423,1.0,2.6666667
424,1.0,2.6666667
425,1.0,2.6666667
426,1.0,2.6666667
427,1.0,2.6666667
428,1.0,2.6666667
429,1.0,2.6666667
430,1.0,2.6666667
431,1.0,2.6666667
432,0.0,0.6666667
433,0.0,0.6666667
434,0.0,0.6666667
435,0.0,0.6666667
436,0.0,0.6666667
437,0.0,0.6666667
438,0.0,0.6666667
439,0.0,0.6666667
440,0.0,0.6666667
441,0.0,0.6666667
442,0.0,0.6666667
443,0.0,0.6666667
444,2.0,2.0
445,2.0,2.0
446,2.0,2.0
447,2.0,2.0
448,2.0,2.0
449,2.0,2.0
450,2.0,2.0
451,2.0,2.0
452,2.0,2.0
453,2.0,2.0
454,2.0,2.0
455,2.0,2.0
456,2.0,2.0
457,0.6666667,0.6666667
458,0.6666667,0.6666667
459,0.6666667,0.6666667
460,0.6666667,0.6666667
461,0.6666667,0.6666667
462,0.6666667,0.6666667
463,0.6666667,0.6666667
464,0.6666667,0.6666667
465,-0.33333334,-0.33333334
466,-0.33333334,-0.33333334
467,-0.33333334,-0.33333334
468,-0.33333334,-0.33333334
469,-0.33333334,-0.33333334
470,-0.33333334,-0.33333334
471,-0.33333334,-0.33333334
472,-0.33333334,-0.33333334
473,-0.33333334,-0.33333334
474,2.0,2.0
475,2.0,2.0
476,2.0,2.0
477,2.0,2.0
478,2.0,2.0
479,2.0,2.0
480,2.0,2.0
481,2.0,2.0
482,2.0,2.0
483,0.0,0.0
484,0.0,0.0
485,0.0,0.0
486,0.0,0.0
487,0.0,0.0
488,0.0,0.0
489,0.0,0.0
490,0.0,0.0
491,0.0,0.0
492,-0.33333334,-0.33333334
493,-0.33333334,-0.33333334
494,-0.33333334,-0.33333334
495,-0.33333334,-0.33333334
496,-0.33333334,-0.33333334
497,-0.33333334,-0.33333334
498,-0.33333334,-0.33333334
499,-0.33333334,-0.33333334
500,-0.33333334,-0.33333334
501,0.0,0.0
502,0.0,0.0
503,0.0,0.0
504,0.0,0.0
505,0.0,0.0
506,0.0,0.0
507,-0.5,-0.5833333
508,-0.5,-0.5833333
509,-0.5,-0.5833333
510,-0.5,-0.5833333
511,-0.5,-0.5833333
512,-0.5,-0.5833333
513,-0.33333334,0.0
514,1.0,0.6666667
515,0.6666667,-0.33333334
516,0.6666667,-0.33333334
517,0.6666667,2.0
518,0.6666667,2.0
519,0.6666667,0.0
520,0.6666667,0.0
521,0.6666667,0.6666667
522,0.6666667,0.6666667
523,2.0,0.0
524,2.0,0.0
525,2.0,0.6666667
526,2.0,0.6666667
527,0.6666667,2.0
528,0.6666667,2.0
529,2.0,2.0
530,2.0,2.0
531,2.0,2.0
532,2.0,2.0
533,0.0,0.6666667
534,0.0,0.6666667
535,-0.33333334,-0.33333334
536,-0.33333334,-0.33333334
537,-0.33333334,0.0
538,-0.33333334,0.0
539,0.0,0.0
540,0.0,0.0
541,0.0,0.6666667
542,0.6666667,-0.33333334
543,0.6666667,-0.33333334
544,0.6666667,0.6666667
545,0.6666667,0.6666667
546,0.6666667,0.0
547,0.6666667,0.0
548,0.6666667,2.0
549,2.0,0.0
550,2.0,0.0
551,2.0,0.6666667
552,2.0,0.6666667
553,-0.33333334,-0.33333334
554,-0.33333334,-0.33333334
555,-0.33333334,0.0
556,-0.33333334,0.0
557,0.0,0.0
558,0.0,0.0
559,0.0,0.6666667
560,0.6666667,-0.33333334
561,0.6666667,-0.33333334
562,0.6666667,0.6666667
563,0.6666667,0.6666667
564,0.6666667,0.0
565,0.6666667,0.0
566,0.6666667,2.0
567,2.0,0.0
568,2.0,0.0
569,2.0,0.6666667
570,2.0,0.6666667
571,-0.33333334,-0.33333334
572,-0.33333334,-0.33333334
573,-0.33333334,0.0
574,-0.33333334,0.0
575,0.0,0.0
576,0.0,0.0
577,0.0,0.6666667
578,0.6666667,-0.33333334
579,0.6666667,-0.33333334
580,0.6666667,0.6666667
581,0.6666667,0.6666667
582,0.6666667,0.0
583,0.6666667,0.0
584,0.6666667,2.0
585,2.0,0.0
586,2.0,0.0
587,2.0,0.6666667
588,2.0,0.6666667
589,-0.33333334,-0.5
590,-0.33333334,-0.5
591,-0.5,-0.5833333
592,-0.33333334,-0.33333334
593,-0.33333334,-0.33333334
594,-0.5,-0.5
595,-0.5,-0.5
596,-0.5,-0.5
597,-0.5,-0.5
598,-0.5,-0.5
599,-0.5,-0.5
600,-0.5,-0.5
601,-0.5,-0.5
602,-0.5,-0.5
603,-0.5,-0.5
604,-0.5,-0.5
605,-0.5,-0.5
606,-0.5,-0.5
607,-0.5,-0.5
608,-0.5,-0.5
609,-0.33333334,-0.33333334
610,-0.33333334,-0.33333334
611,-0.5,-0.5
612,-0.5,-0.5
613,-0.5,-0.5
614,-0.5,-0.5
615,-0.5,-0.5
616,-0.5,-0.5
617,-0.5,-0.5
618,-0.5,-0.5
619,-0.5,-0.5
620,-0.5,-0.5
621,-0.33333334,-0.33333334
622,-0.5,-0.5
623,-0.5,-0.5
624,-0.5,-0.5
625,-0.5,-0.5
626,-0.5,-0.5
627,-0.33333334,-0.33333334
628,-0.5,-0.5
629,-0.5,-0.5
630,-0.33333334,-0.33333334
631,-0.5,-0.5
632,-0.5,-0.5
633,-0.33333334,0.0
634,-0.5,-0.5
635,-0.33333334,-0.33333334
636,-0.33333334,-0.33333334
637,-0.5,-0.5
638,-0.5,-0.5
639,-0.5,-0.5
640,-0.5,-0.5833333
641,-0.5,-0.5
642,-0.5,-0.5
643,-0.33333334,-0.33333334
644,-0.5,-0.5
645,-0.33333334,-0.33333334
646,-0.33333334,-0.33333334
647,-0.33333334,0.0
648,-0.33333334,-0.33333334
649,-0.33333334,-0.5
650,-0.5,-0.5
651,-0.33333334,-0.33333334
652,-0.5,-0.5
653,-0.33333334,-0.5
654,-0.33333334,-0.33333334
655,-0.33333334,-0.5
656,-0.33333334,-0.5
657,-0.33333334,-0.33333334
658,-0.33333334,-0.33333334
659,-0.33333334,-0.33333334
660,-0.33333334,-0.33333334
661,-0.33333334,-0.5
662,-0.33333334,-0.5
663,-0.5,-0.5
664,-0.5,-0.5
665,-0.33333334,-0.33333334
666,-0.33333334,-0.33333334
667,-0.5,-0.5
668,-0.33333334,-0.33333334
669,-0.33333334,-0.5
670,-0.5,-0.5
671,-0.33333334,-0.33333334
672,-0.33333334,-0.5
673,-0.33333334,-0.33333334
674,-0.5,-0.5
675,-0.33333334,-0.5
676,-0.5,-0.5
677,-0.33333334,-0.33333334
678,-0.33333334,-0.5
679,-0.5,-0.5
680,-0.5,-0.5
681,-0.33333334,-0.5
682,-0.5,-0.5
683,-0.33333334,-0.5
684,-0.5,-0.5
685,-0.33333334,-0.33333334
686,0.0,-0.33333334
687,-0.33333334,-0.33333334
688,-0.33333334,-0.33333334
689,-0.33333334,-0.33333334
690,-0.33333334,-0.33333334
691,-0.33333334,-0.5
692,-0.33333334,-0.5
693,0.0,-0.33333334
694,-0.33333334,-0.33333334
695,-0.33333334,-0.33333334
696,-0.33333334,-0.33333334
697,-0.33333334,-0.5
698,0.0,-0.33333334
699,-0.33333334,-0.33333334
700,-0.33333334,-0.33333334
701,-0.33333334,-0.5
702,-0.33333334,-0.33333334
703,-0.33333334,0.0
704,-0.33333334,-0.33333334
705,-0.33333334,-0.33333334
706,-0.33333334,-0.33333334
707,0.0,-0.33333334
708,-0.33333334,-0.5
709,-0.33333334,-0.33333334
710,-0.33333334,-0.33333334
711,-0.5,-0.5
712,-0.33333334,-0.33333334
713,-0.33333334,-0.33333334
714,-0.33333334,0.0
715,-0.33333334,-0.33333334
716,-0.5,-0.5833333
717,-0.5,-0.5833333
718,-0.33333334,-0.33333334
719,-0.33333334,-0.33333334
720,-0.33333334,-0.33333334
721,-0.33333334,-0.33333334
722,-0.33333334,-0.33333334
723,-0.33333334,-0.33333334
724,-0.33333334,-0.33333334
725,-0.33333334,-0.33333334
726,-0.33333334,0.0
727,-0.33333334,-0.33333334
728,-0.33333334,-0.33333334
729,-0.5,-0.5833333
730,-0.33333334,-0.33333334
731,-0.33333334,-0.33333334
732,-0.33333334,0.0
733,-0.5,-0.5
734,-0.33333334,-0.33333334
735,-0.33333334,-0.33333334
736,-0.33333334,-0.33333334
737,-0.33333334,-0.33333334
738,-0.5,-0.5
739,-0.33333334,-0.5
740,-0.5,-0.5
741,-0.33333334,-0.33333334
742,-0.33333334,-0.33333334
743,-0.33333334,-0.33333334
744,-0.33333334,-0.33333334
745,-0.5,-0.5
746,-0.33333334,-0.33333334
747,-0.33333334,-0.33333334
748,-0.33333334,-0.33333334
749,-0.33333334,-0.33333334
750,-0.33333334,-0.33333334
751,-0.33333334,-0.33333334
752,-0.33333334,0.0
753,-0.33333334,-0.33333334
754,-0.33333334,0.0
755,-0.33333334,-0.33333334
756,-0.33333334,0.0
757,-0.33333334,0.0
758,-0.33333334,-0.33333334
759,-0.33333334,-0.33333334
760,-0.33333334,0.0
761,-0.33333334,0.0
762,-0.33333334,-0.33333334
763,-0.33333334,0.0
764,-0.33333334,-0.33333334
765,-0.33333334,-0.5
766,0.0,0.6666667
767,0.6666667,0.0
768,-0.5,-0.5
769,-0.33333334,-0.33333334
770,-0.33333334,-0.33333334
771,-0.33333334,-0.33333334
772,-0.33333334,-0.33333334
773,-0.33333334,-0.33333334
774,0.6666667,0.0
775,0.0,0.6666667
776,-0.33333334,-0.33333334
777,-0.33333334,0.0
778,-0.33333334,-0.33333334
779,-0.33333334,-0.33333334
780,-0.33333334,0.0
781,0.6666667,0.0
782,-0.33333334,-0.33333334
783,-0.33333334,-0.33333334
784,-0.33333334,0.0
785,-0.33333334,-0.33333334
786,-0.33333334,-0.33333334
787,-0.5,-0.5833333
788,-0.5,-0.5833333
789,-0.33333334,-0.33333334
790,0.6666667,0.0
791,-0.33333334,-0.33333334
792,-0.33333334,-0.33333334
793,-0.33333334,-0.33333334
794,-0.5,-0.5833333
795,-0.33333334,-0.33333334
796,-0.33333334,0.0
797,-0.33333334,-0.33333334
798,-0.33333334,0.0
799,-0.33333334,0.0
800,-0.33333334,0.0
801,-0.33333334,0.0
802,-0.33333334,-0.33333334
803,-0.33333334,0.0
804,-0.33333334,0.0
805,-0.33333334,-0.33333334
806,-0.33333334,-0.33333334
807,-0.33333334,-0.33333334
808,-0.33333334,0.0
809,-0.33333334,-0.33333334
810,-0.33333334,-0.33333334
811,-0.33333334,-0.33333334
812,-0.33333334,-0.33333334
813,-0.33333334,0.0
814,-0.33333334,-0.33333334
815,-0.33333334,-0.33333334
816,-0.33333334,0.0
817,-0.33333334,-0.33333334
818,-0.33333334,-0.33333334
819,-0.33333334,-0.33333334
820,-0.33333334,-0.33333334
821,-0.33333334,-0.33333334
822,-0.33333334,0.0
823,-0.33333334,-0.33333334
824,-0.33333334,-0.33333334
825,-0.33333334,-0.33333334
826,-0.33333334,0.0
827,-0.33333334,0.0
828,-0.5,-0.5
829,-0.33333334,0.0
830,-0.33333334,-0.33333334
831,-0.33333334,-0.33333334
832,-0.33333334,-0.33333334
833,-0.33333334,-0.33333334
834,-0.33333334,-0.33333334
835,-0.33333334,-0.33333334
836,-0.33333334,-0.33333334
837,0.0,0.6666667
838,-0.33333334,-0.33333334
839,-0.33333334,0.0
840,-0.33333334,0.0
841,-0.5,-0.5
842,-0.33333334,0.0
843,-0.33333334,-0.33333334
844,-0.33333334,0.0
845,-0.33333334,-0.33333334
846,-0.33333334,-0.33333334
847,-0.5,-0.5
848,0.0,-0.33333334
849,-0.33333334,0.0
850,-0.33333334,0.0
851,0.0,-0.33333334
852,-0.33333334,0.0
853,-0.33333334,0.0
854,-0.33333334,0.0
855,0.0,-0.33333334
856,-0.33333334,0.0
857,-0.33333334,0.0
858,0.0,0.6666667
859,-0.33333334,-0.33333334
860,-0.33333334,0.0
861,-0.33333334,0.0
862,0.0,-0.33333334
863,-0.33333334,0.0
864,-0.33333334,0.0
865,-0.33333334,-0.33333334
866,-0.33333334,0.0
867,0.6666667,2.0
868,-0.5,-0.5
869,-0.33333334,0.0
870,-0.33333334,0.0
871,-0.33333334,0.0
872,-0.33333334,0.0
873,-0.33333334,-0.33333334
874,0.0,-0.33333334
875,0.0,-0.33333334
876,-0.33333334,0.0
877,-0.33333334,0.0
878,0.0,-0.33333334
879,-0.33333334,0.0
880,-0.33333334,0.0
881,0.6666667,2.0
882,-0.33333334,-0.33333334
883,0.0,-0.33333334
884,-0.33333334,0.0
885,-0.33333334,0.0
886,0.0,-0.33333334
887,-0.33333334,0.0
888,-0.33333334,0.0
889,-0.33333334,0.0
890,-0.33333334,0.0
891,-0.33333334,0.0
892,0.0,0.6666667
893,-0.33333334,0.0
894,-0.33333334,0.0
895,-0.33333334,0.0
896,-0.33333334,0.0
897,0.0,0.6666667
898,-0.33333334,0.0
899,0.0,0.6666667
900,0.0,0.6666667
901,-0.33333334,0.0
902,-0.33333334,0.0
903,0.33333334,0.33333334
904,-0.33333334,0.0
905,0.0,0.6666667
906,-0.33333334,0.0
907,0.33333334,0.33333334
908,0.0,0.6666667
909,0.0,0.6666667
910,0.0,0.0
911,0.0,0.0
912,0.33333334,0.33333334
913,0.0,0.0
914,0.0,0.0
915,0.0,0.0
916,0.0,0.0
917,0.0,0.0
918,0.0,0.0
919,0.6666667,0.6666667
920,0.0,0.0
921,0.0,0.0
922,0.0,0.0
923,0.0,0.6666667
924,0.0,-0.33333334
925,0.0,0.0
926,0.33333334,0.33333334
927,0.0,0.0
928,0.0,0.0
929,0.0,-0.33333334
930,0.0,0.6666667
931,0.0,0.0
932,0.33333334,0.33333334
933,0.0,0.0
934,0.0,0.0
935,0.0,0.0
936,0.0,0.0
937,0.0,0.0
938,0.0,-0.33333334
939,0.0,0.0
940,-0.33333334,0.0
941,0.0,0.0
942,0.0,0.0
943,0.0,0.0
944,0.0,0.0
945,0.6666667,0.6666667
946,0.6666667,0.6666667
947,0.6666667,0.6666667
948,0.0,0.6666667
949,0.0,0.0
950,-0.33333334,-0.33333334
951,0.0,0.0
952,0.0,0.6666667
953,2.0,2.0
954,0.6666667,-0.33333334
955,0.0,0.0
956,0.0,0.0
957,0.6666667,0.6666667
958,0.0,0.0
959,0.6666667,0.6666667
960,0.0,0.0
961,0.0,0.0
962,0.0,-0.33333334
963,2.0,0.6666667
964,0.6666667,0.0
965,0.0,0.0
966,0.0,-0.33333334
967,0.6666667,0.0
968,0.0,0.0
969,0.0,0.6666667
970,0.33333334,0.33333334
971,0.6666667,0.0
972,0.6666667,0.6666667
973,0.0,0.0
974,0.33333334,0.33333334
975,0.0,0.6666667
976,0.0,0.0
977,0.33333334,0.33333334
978,0.0,0.0
979,0.33333334,0.33333334
980,0.0,0.0
981,0.0,0.6666667
982,0.0,0.0
983,0.33333334,0.33333334
984,0.6666667,0.0
985,0.6666667,-0.33333334
986,0.6666667,0.6666667
987,0.0,0.0
988,0.33333334,0.33333334
989,2.0,2.0
990,0.0,0.6666667
991,0.6666667,0.6666667
992,0.0,0.0
993,2.0,0.6666667
994,0.0,0.6666667
995,0.0,0.0
996,2.0,0.6666667
997,0.6666667,0.0
998,2.0,0.6666667
999,0.6666667,0.0
1000,0.0,0.6666667
1001,0.6666667,0.6666667
1002,0.0,0.6666667
1003,0.0,0.0
1004,0.0,0.0
1005,0.0,0.0
1006,0.6666667,0.6666667
1007,0.0,0.0
1008,0.0,0.6666667
1009,0.0,0.0
1010,0.0,0.6666667
1011,0.0,0.6666667
1012,0.0,0.0
1013,0.0,0.0
1014,0.0,0.6666667
1015,0.0,0.0
1016,0.0,0.0
1017,2.0,0.6666667
1018,0.0,0.0
1019,0.6666667,-0.33333334
1020,2.0,0.6666667
1021,0.0,0.0
1022,0.0,0.0
1023,0.6666667,0.6666667
1024,0.0,0.0
1025,0.0,0.6666667
1026,0.6666667,0.0
1027,0.33333334,0.33333334
1028,0.0,0.6666667
1029,0.6666667,2.0
1030,0.0,0.6666667
1031,2.0,2.0
1032,0.0,0.0
1033,0.0,0.6666667
1034,0.6666667,-0.33333334
1035,0.6666667,-0.33333334
1036,0.33333334,0.33333334
1037,2.0,0.6666667
1038,0.6666667,0.6666667
1039,0.6666667,0.6666667
1040,0.0,0.6666667
1041,0.6666667,0.0
1042,0.0,0.0
1043,0.6666667,2.0
1044,0.6666667,-0.33333334
1045,2.0,0.6666667
1046,0.0,0.6666667
1047,0.6666667,0.0
1048,2.0,0.6666667
1049,0.0,0.6666667
1050,0.6666667,0.6666667
1051,0.6666667,-0.33333334
1052,0.6666667,2.0
1053,0.6666667,0.0
1054,0.0,-0.33333334
1055,0.6666667,0.6666667
1056,0.0,0.6666667
1057,0.33333334,0.33333334
1058,0.33333334,0.33333334
1059,0.0,0.6666667
1060,0.6666667,0.6666667
1061,2.0,0.6666667
1062,0.33333334,0.33333334
1063,0.6666667,0.0
